Rank,Title,Author,Category,Sub-Genre,Format,Price (USD),Rating,Reviews,Weeks on List,Publisher,Year Published,ISBN,Amazon BSR,Amazon URL
326,The Hate Chronicles,Jeffrey Mason,Non-Fiction,History,Paperback,14.59,4.1,2890.0,8.0,Penguin Books,2024.0,978-2-47750-843-3,4496.0,View
327,The Court Revisited,Martin Seligman,Non-Fiction,Biography,Paperback,15.73,4.3,1684.0,3.0,Scholastic Press,2023.0,978-6-74713-410-3,2369.0,View
328,House Reckoning,Daniel Pink,Non-Fiction,Biography,Paperback,11.01,4.3,2162.0,6.0,NavPress,2025.0,978-0-83010-373-2,7647.0,View
329,World and Bone,Anthony Ryan,Fiction,Literary Fiction,Hardcover,28.31,4.5,2443.0,12.0,Putnam,2021.0,978-7-23014-257-5,3399.0,View
330,Desert Saga,James Dashner,Fiction,Children's Picture Book,Kindle Edition,7.73,4.3,2060.0,3.0,Scribner,2025.0,978-6-39908-241-6,4046.0,View
331,Mirror Undone,Jonathan Haidt,Non-Fiction,Celebrity Memoir,Hardcover,22.1,5.0,1286.0,15.0,Rodale Books,2023.0,978-8-48761-529-6,7918.0,View
332,Land Saga,Robin DiAngelo,Non-Fiction,Biography,Hardcover,28.53,4.5,3363.0,13.0,Sourcebooks Landmark,2018.0,978-1-14845-650-5,3858.0,View
333,The Princess and Thunder,Rebecca Yarros,Fiction,Romantasy,Audiobook,25.79,4.4,2539.0,12.0,Putnam,2021.0,978-1-17857-961-5,2793.0,View
334,The Hero Code,Doris Kearns Goodwin,Non-Fiction,Business / Leadership,Paperback,16.05,4.9,4742.0,11.0,Hoover Ink,2016.0,978-8-42457-207-5,4898.0,View
335,Storm and Rain,Morgan Rhodes,Fiction,Climate Fiction,Paperback,15.08,4.1,3284.0,14.0,"Little, Brown",2019.0,978-6-67682-805-7,6664.0,View
336,Falling Earth,Mark Manson,Non-Fiction,Parenting,Kindle Edition,12.49,4.6,3075.0,15.0,Workman Publishing,2026.0,978-6-24461-223-5,5355.0,View
337,Loud King,Trevor Noah,Non-Fiction,Activity / Coloring,Paperback,17.04,4.5,4054.0,1.0,Flatiron Books,2016.0,978-1-15856-527-7,5368.0,View
338,Fire Throne,Kelly Link,Fiction,Historical Fiction,Hardcover,22.32,4.3,1957.0,15.0,Anchor Books,2021.0,978-0-97876-553-4,5967.0,View
339,Before War,Ben Greenfield,Non-Fiction,Parenting,Audiobook,17.4,4.5,205.0,5.0,Doubleday,2025.0,978-9-68226-186-8,5649.0,View
340,Between Knight,Brandon Sanderson,Fiction,Paranormal Romance,Paperback,9.88,4.3,1427.0,5.0,Viking,2016.0,978-1-30214-414-6,6239.0,View
341,Chasing Teacher,Cassandra Clare,Fiction,Paranormal Romance,Audiobook,32.98,4.6,4940.0,10.0,Putnam,2018.0,978-8-60469-217-4,1178.0,View
342,The Kingdom Code,Tim Ferriss,Non-Fiction,Creativity / Art,Paperback,12.65,4.5,737.0,14.0,Crown,2024.0,978-2-58929-653-2,7090.0,View
343,The Warrior Reimagined,Rhonda Byrne,Non-Fiction,Activity / Coloring,Paperback,10.44,4.3,784.0,7.0,Tor Books,2024.0,978-8-46629-999-6,2413.0,View
344,The Moon of Roses,Octavia Butler,Fiction,YA Romance,Audiobook,27.17,4.4,85.0,15.0,Atria Books,2010.0,978-6-82848-813-7,6934.0,View
345,Cold Hero,Tamora Pierce,Fiction,YA Dystopian,Paperback,10.73,4.8,2353.0,11.0,Flatiron Books,2026.0,978-3-21792-935-9,5811.0,View
346,First Key,Jonathan Haidt,Non-Fiction,Spirituality / Religion,Hardcover,25.57,4.4,4684.0,11.0,Riverhead Books,2024.0,978-2-18566-702-2,6803.0,View
347,Door Framework,Peter Attia,Non-Fiction,True Crime,Audiobook,21.45,4.5,1047.0,11.0,"Little, Brown",2022.0,978-5-77797-877-0,7934.0,View
348,Last King,Michael J. Sullivan,Fiction,Urban Fantasy,Paperback,11.79,4.2,842.0,1.0,Penguin Books,2022.0,978-9-92090-442-4,2720.0,View
349,Where Clock,Taylor Jenkins Reid,Fiction,Science Fiction,Paperback,17.0,4.2,557.0,15.0,Simon & Schuster,2025.0,978-4-90050-741-6,1236.0,View
350,The Message,Ta-Nehisi Coates,Non-Fiction,Cooking / Food,Audiobook,27.37,4.0,2832.0,11.0,Penguin Books,2026.0,978-7-77792-436-9,2276.0,View
351,The Villain of Stars,Robin Hobb,Fiction,Urban Fantasy,Kindle Edition,4.53,4.3,2980.0,5.0,Anchor Books,2023.0,978-2-29321-580-4,5644.0,View
352,The Queen Undone,Nnedi Ofofor,Fiction,Horror,Audiobook,30.7,4.6,2847.0,4.0,Howard Books,2024.0,978-7-88612-809-5,7683.0,View
353,Secret Throne,Tamora Pierce,Fiction,Space Opera,Hardcover,20.1,4.3,2765.0,13.0,Crown,2025.0,978-6-34149-945-0,3678.0,View
354,Always Court,Liane Moriarty,Fiction,Horror,Paperback,16.96,3.8,1477.0,6.0,Doubleday,2025.0,978-2-35688-122-2,7612.0,View
355,The Message Blueprint,Robert Asprin,Fiction,Cozy Mystery,Board Book,14.97,4.8,585.0,2.0,Tor Books,2016.0,978-3-35124-645-6,6398.0,View
356,Deal Chronicles,David Eddings,Fiction,YA Romance,Board Book,14.19,4.1,1764.0,12.0,St. Martin's Press,2014.0,978-9-18503-271-8,3891.0,View
357,Map and Snow,David Sinclair,Non-Fiction,Parenting,Hardcover,25.29,4.5,1747.0,4.0,HarperOne,2026.0,978-3-61891-323-4,4195.0,View
358,A Ice,Emily St. John Mandel,Fiction,Space Opera,Paperback,13.6,4.0,2805.0,7.0,Plata Publishing,2022.0,978-6-58170-923-7,3313.0,View
359,Sea Legacy,Brad Thor,Fiction,Historical Fiction,Paperback,11.04,4.6,4523.0,4.0,WaterBrook,2020.0,978-5-42771-409-4,2279.0,View
360,Warrior and Bone,Rainbow Rowell,Fiction,Dark Romance,Paperback,15.5,4.6,1769.0,8.0,Algonquin Books,2018.0,978-8-71438-839-7,3510.0,View
361,The Crown and Lightning,John Grisham,Fiction,Graphic Novel,Paperback,16.28,4.5,3483.0,7.0,Harriman House,2024.0,978-8-49274-433-9,912.0,View
362,Iron Day,Daniel Kahneman,Non-Fiction,Parenting,Paperback,17.65,4.2,2545.0,2.0,WaterBrook,2017.0,978-8-33283-132-9,4726.0,View
363,Hunter Blueprint,James Clear,Non-Fiction,Business / Finance,Paperback,16.73,4.3,957.0,3.0,St. Martin's Press,2023.0,978-1-60986-986-3,1790.0,View
364,The Ice Method,Rick Rubin,Non-Fiction,Science / Nature,Kindle Edition,9.43,4.5,2072.0,9.0,Riverhead Books,2020.0,978-7-70319-573-9,1048.0,View
365,Within Knight,Lisa Jewell,Fiction,Cozy Mystery,Audiobook,25.74,4.4,1829.0,15.0,IVP Books,2022.0,978-8-25889-477-1,6918.0,View
366,The Moon Rising,Viola Davis,Non-Fiction,Cooking / Food,Paperback,12.58,4.3,1642.0,7.0,Viking,2012.0,978-1-27888-434-7,4703.0,View
367,The Game Saga,Leigh Bardugo,Fiction,Middle Grade,Hardcover,22.07,4.8,2288.0,3.0,Atria Books,2021.0,978-3-14514-791-8,2504.0,View
368,Fierce House,Matthew Walker,Non-Fiction,Psychology / Health,Paperback,9.13,4.6,278.0,1.0,Gallery Books,2020.0,978-1-38910-198-2,6667.0,View
369,The War of Roses,Terry Pratchett,Fiction,Space Opera,Paperback,11.9,4.8,148.0,7.0,Knopf,2018.0,978-1-96240-934-4,6062.0,View
370,The Game Always Watching,Gary Vaynerchuk,Non-Fiction,Memoir,Paperback,14.71,4.4,2654.0,14.0,Macmillan Publishers,2024.0,978-5-12313-723-9,4417.0,View
371,The War Saga,Robin Hobb,Fiction,Science Fiction,Paperback,11.66,4.5,360.0,4.0,Workman Publishing,2026.0,978-7-53082-237-4,3343.0,View
372,Land of Thorns,Peter F. Hamilton,Fiction,Urban Fantasy,Hardcover,19.88,4.5,3175.0,9.0,HarperOne,2020.0,978-0-18469-990-7,1317.0,View
373,The Captain Chronicles,Nora Roberts,Fiction,Horror,Hardcover,24.87,4.3,1699.0,5.0,St. Martin's Press,2026.0,978-1-57131-507-6,2120.0,View
374,The Earth and Bone,Andrew Huberman,Non-Fiction,Creativity / Art,Paperback,13.16,4.7,3765.0,5.0,Workman Publishing,2021.0,978-7-19429-441-2,6604.0,View
375,Game Revealed,Jon Meacham,Non-Fiction,Spirituality / Religion,Hardcover,24.64,4.3,1069.0,7.0,Ballantine Books,2026.0,978-3-67186-361-5,4924.0,View
376,Detective Theory,Paul Tremblay,Fiction,Paranormal Romance,Hardcover,25.84,4.4,2133.0,4.0,Convergent Books,2023.0,978-2-11617-219-1,6030.0,View
377,Hunter of Stars,Dave Ramsey,Non-Fiction,Memoir,Paperback,12.69,4.7,778.0,2.0,NavPress,2024.0,978-5-28705-375-3,8372.0,View
378,Above Shadow,Mark Lawrence,Fiction,Cozy Mystery,Paperback,15.33,4.1,1672.0,8.0,Bloomsbury Publishing,2017.0,978-7-84329-933-3,2276.0,View
379,The Spy,Lisa Jewell,Fiction,YA Dystopian,Paperback,9.26,4.4,875.0,1.0,IVP Books,2014.0,978-0-97205-696-0,1551.0,View
380,Sea of Shadows,Veronica Roth,Fiction,Urban Fantasy,Hardcover,21.91,4.7,518.0,6.0,Scholastic Press,2026.0,978-0-69889-991-6,6701.0,View
381,Moon Revisited,Nnedi Ofofor,Fiction,Psychological Thriller,Board Book,13.68,4.6,424.0,13.0,WaterBrook,2024.0,978-7-40612-721-7,4040.0,View
382,Fire Voice,Mercedes Lackey,Fiction,YA Romance,Kindle Edition,6.7,4.4,4545.0,14.0,HarperOne,2022.0,978-1-73198-778-8,2737.0,View
383,Spy Rising,Cal Newport,Non-Fiction,Parenting,Hardcover,28.99,4.2,2776.0,14.0,Riverhead Books,2018.0,978-9-18476-759-5,3854.0,View
384,The Detective Blueprint,Edith Eger,Non-Fiction,Activity / Coloring,Kindle Edition,5.03,4.2,3062.0,3.0,Hoover Ink,2025.0,978-9-10220-418-0,5601.0,View
385,World Unbound,Seth Godin,Non-Fiction,Self-Help,Kindle Edition,6.66,4.5,1257.0,10.0,Baker Books,2019.0,978-0-88496-427-4,4885.0,View
386,The River Revisited,Vince Flynn,Fiction,Science Fiction,Paperback,13.38,4.8,3259.0,5.0,Convergent Books,2026.0,978-2-12826-661-6,3536.0,View
387,Truth Never Forgotten,Jeff Kinney,Fiction,YA Romance,Kindle Edition,9.21,4.6,2540.0,8.0,Riverhead Books,2024.0,978-2-67918-812-7,3158.0,View
388,Last Doctor,Jeffrey Mason,Non-Fiction,Business / Leadership,Paperback,9.46,3.9,4272.0,11.0,Plata Publishing,2020.0,978-2-92178-839-6,2783.0,View
389,The Detective System,Leigh Bardugo,Fiction,Psychological Thriller,Paperback,10.09,4.1,1892.0,1.0,Riverhead Books,2023.0,978-7-45877-810-1,7285.0,View
390,The World and Ash,Dalai Lama,Non-Fiction,Celebrity Memoir,Kindle Edition,11.04,4.0,4392.0,8.0,Algonquin Books,2014.0,978-8-95419-227-3,8690.0,View
391,Falling Beauty,Matthew Stover,Fiction,Historical Fiction,Paperback,15.77,4.5,2495.0,6.0,Ballantine Books,2026.0,978-6-96266-100-3,3244.0,View
392,The Land Blueprint,Kim Stanley Robinson,Fiction,Literary Fiction,Kindle Edition,6.12,4.5,1590.0,3.0,Crown,2019.0,978-2-88924-665-3,5631.0,View
393,Quiet Spy,Seth Godin,Non-Fiction,True Crime,Hardcover,17.91,4.3,1628.0,12.0,Convergent Books,2020.0,978-8-89291-267-6,7516.0,View
394,Spy of Glass,Malcolm Gladwell,Non-Fiction,Personal Finance,Paperback,11.99,3.6,2288.0,3.0,Knopf,2026.0,978-4-11292-200-6,8811.0,View
395,The Grace of Stars,Paul Tremblay,Fiction,Children's Picture Book,Paperback,9.42,4.2,1530.0,6.0,WaterBrook,2025.0,978-8-82308-708-6,4696.0,View
396,Within Warrior,Gabor Maté,Non-Fiction,Cooking / Food,Hardcover,21.59,4.8,3889.0,9.0,Plata Publishing,2019.0,978-8-39984-412-1,8553.0,View
397,Above Kingdom,James Clear,Non-Fiction,Spirituality / Religion,Board Book,10.96,4.0,3979.0,8.0,WaterBrook,2022.0,978-8-26343-515-0,5842.0,View
398,Window and Thunder,Frank Herbert,Fiction,Crime / Detective,Paperback,10.19,4.4,2944.0,1.0,Hoover Ink,2021.0,978-2-58927-215-5,8283.0,View
399,The Empire of Glass,Mark Manson,Non-Fiction,Politics / Society,Audiobook,32.84,4.4,98.0,10.0,Sourcebooks Landmark,2022.0,978-5-24046-105-5,3848.0,View
400,Voice Framework,Naomi Novik,Fiction,Psychological Thriller,Kindle Edition,6.24,4.3,3905.0,7.0,Park Row,2020.0,978-6-33878-649-4,2580.0,View
401,Land Reborn,Robin Hobb,Fiction,Contemporary Romance,Paperback,15.69,4.5,1680.0,8.0,Avery,2026.0,978-1-65193-600-8,8921.0,View
402,The Captain Forever Changed,James Clear,Non-Fiction,Politics / Society,Kindle Edition,6.12,4.3,2852.0,7.0,Baker Books,2026.0,978-0-66928-591-4,5427.0,View
403,Sky Blueprint,Daniel Kahneman,Non-Fiction,Parenting,Kindle Edition,8.51,4.7,4893.0,11.0,Knopf,2024.0,978-1-27340-510-0,5292.0,View
404,Where Shadow,Ta-Nehisi Coates,Non-Fiction,Personal Finance,Hardcover,23.62,5.0,473.0,5.0,Park Row,2015.0,978-4-56009-828-6,4854.0,View
405,Silent Truth,Jodi Picoult,Fiction,Crime / Detective,Audiobook,22.26,4.4,161.0,11.0,Tor Books,2023.0,978-5-57260-859-5,6898.0,View
406,The Faith Rising,Kevin J. Anderson,Fiction,Fantasy,Hardcover,20.91,4.5,3934.0,13.0,Thomas Nelson,2018.0,978-2-15742-230-3,7663.0,View
407,Below House,Anthony Ryan,Fiction,Romantasy,Hardcover,26.05,4.5,4688.0,1.0,Howard Books,2025.0,978-3-62100-606-8,2042.0,View
408,Mirror and Thunder,James Clear,Non-Fiction,Activity / Coloring,Audiobook,30.8,4.5,3780.0,9.0,Scribner,2024.0,978-4-49768-972-3,5671.0,View
409,Teacher Unleashed,Daniel Silva,Fiction,Children's Picture Book,Paperback,17.81,4.6,1001.0,1.0,Rodale Books,2024.0,978-9-58380-432-1,5144.0,View
410,Silver Book,Daniel Kahneman,Non-Fiction,Activity / Coloring,Kindle Edition,10.18,4.4,2158.0,14.0,Workman Publishing,2024.0,978-8-37021-936-7,4434.0,View
411,How Captain,Cinda Williams Chima,Fiction,Crime / Detective,Paperback,16.75,4.5,1527.0,11.0,Sourcebooks Landmark,2019.0,978-2-33295-937-6,3899.0,View
412,Empire of Glass,Tomi Adeyemi,Fiction,Romantasy,Kindle Edition,10.86,4.7,408.0,3.0,Hachette Book Group,2018.0,978-4-28695-742-9,1045.0,View
413,Golden Throne,Ryan Holiday,Non-Fiction,Parenting,Paperback,13.88,4.4,223.0,14.0,Anchor Books,2013.0,978-4-23443-623-6,3149.0,View
414,Falling Queen,Tomi Adeyemi,Fiction,Cozy Mystery,Paperback,17.6,4.7,2358.0,6.0,Entangled: Red Tower Books,2014.0,978-1-57250-186-0,3303.0,View
415,Strength and Rain,Kim Stanley Robinson,Fiction,Paranormal Romance,Kindle Edition,11.09,4.8,1250.0,6.0,HarperOne,2016.0,978-7-18822-215-9,7833.0,View
416,The Book Method,Oprah Winfrey,Non-Fiction,History,Kindle Edition,6.99,3.9,2064.0,7.0,"Little, Brown",2021.0,978-8-79962-604-8,4602.0,View
417,World and Rain,Gary Vaynerchuk,Non-Fiction,Parenting,Audiobook,16.18,4.1,1191.0,5.0,Vintage,2022.0,978-6-41784-315-3,1749.0,View
418,The King Framework,Veronica Roth,Fiction,Dark Romance,Paperback,11.2,4.8,152.0,10.0,Lioncrest Publishing,2025.0,978-2-33910-581-2,5743.0,View
419,Land Never Forgotten,Ta-Nehisi Coates,Non-Fiction,Celebrity Memoir,Hardcover,28.38,4.0,4736.0,9.0,Knopf,2020.0,978-6-30552-378-1,7023.0,View
420,Fire Window,Viola Davis,Non-Fiction,Celebrity Memoir,Paperback,16.22,4.2,3525.0,4.0,Scholastic Press,2019.0,978-1-57540-717-5,1299.0,View
421,The Warrior Theory,Orson Scott Card,Fiction,Children's Picture Book,Board Book,11.94,4.0,424.0,1.0,Sourcebooks Landmark,2020.0,978-0-56746-869-4,7365.0,View
422,Choice and Rain,Viola Davis,Non-Fiction,Activity / Coloring,Hardcover,28.28,4.2,356.0,5.0,WaterBrook,2017.0,978-7-20322-740-1,4638.0,View
423,The Desert Reborn,Isabel Wilkerson,Non-Fiction,Biography,Paperback,15.4,4.3,664.0,3.0,"Little, Brown",2023.0,978-1-11958-246-4,2274.0,View
424,The Plan and Lightning,Bryan Johnson,Non-Fiction,Cooking / Food,Board Book,14.84,4.2,3671.0,11.0,Bloomsbury Publishing,2026.0,978-9-73997-140-5,5544.0,View
425,Love Reclaimed,Kelly Link,Fiction,Contemporary Romance,Board Book,8.39,4.5,4644.0,1.0,Scholastic Press,2017.0,978-4-59259-262-9,7391.0,View
426,When Window,Rainbow Rowell,Fiction,Literary Fiction,Kindle Edition,5.79,4.0,2742.0,2.0,Workman Publishing,2020.0,978-7-37870-819-7,2725.0,View
427,Into Forest,Angela Duckworth,Non-Fiction,Parenting,Paperback,16.8,4.8,2260.0,5.0,Hachette Book Group,2024.0,978-2-19077-380-6,2192.0,View
428,Clock Reckoning,Michael J. Sullivan,Fiction,Cozy Mystery,Paperback,12.76,4.3,3945.0,9.0,Ballantine Books,2024.0,978-6-56490-809-9,7231.0,View
429,Iron Soldier,Nassim Taleb,Non-Fiction,Self-Help,Kindle Edition,10.06,4.4,3740.0,14.0,Rodale Books,2025.0,978-7-93744-692-1,1455.0,View
430,The Queen and Thunder,Gillian Flynn,Fiction,Romantasy,Audiobook,25.03,4.8,1071.0,12.0,Independently Published,2022.0,978-6-63790-460-5,7837.0,View
431,Above Plan,Kim Stanley Robinson,Fiction,Middle Grade,Hardcover,22.68,4.3,862.0,2.0,Scholastic Press,2025.0,978-1-95147-116-9,7600.0,View
432,Love Chronicles,Viola Davis,Non-Fiction,Creativity / Art,Paperback,16.7,4.7,1069.0,6.0,Independently Published,2026.0,978-6-94523-820-6,988.0,View
433,The Doctor of Ice,Naomi Novik,Fiction,Romantasy,Kindle Edition,11.56,4.0,2650.0,6.0,Riverhead Books,2017.0,978-6-41697-669-6,4022.0,View
434,A Admiral,Greg Bear,Fiction,Literary Fiction,Kindle Edition,8.53,4.4,4776.0,13.0,IVP Books,2021.0,978-4-82470-262-5,4206.0,View
435,After World,Dean Koontz,Fiction,Crime / Detective,Hardcover,19.87,4.6,3147.0,13.0,Simon & Schuster,2019.0,978-4-20874-247-0,2564.0,View
436,Shadow Undone,Simon Sinek,Non-Fiction,Celebrity Memoir,Hardcover,17.28,4.8,652.0,8.0,Macmillan Publishers,2026.0,978-3-65038-484-5,8259.0,View
437,Out of Land,Michael Pollan,Non-Fiction,Business / Finance,Audiobook,18.85,4.5,4242.0,13.0,Park Row,2016.0,978-1-38437-130-5,3144.0,View
438,Silver Valley,Rhonda Byrne,Non-Fiction,True Crime,Audiobook,33.44,4.4,2098.0,3.0,Zondervan,2018.0,978-4-61488-205-9,5981.0,View
439,Found Captain,Rick Rubin,Non-Fiction,Psychology / Health,Hardcover,28.55,4.6,3407.0,5.0,Harmony,2023.0,978-8-56170-507-0,2756.0,View
440,The Room Never Forgotten,Dav Pilkey,Fiction,Psychological Thriller,Hardcover,26.31,4.4,1801.0,8.0,Grand Central Publishing,2023.0,978-3-83615-167-6,5526.0,View
441,The Map of Stars,Mercedes Lackey,Fiction,Science Fiction,Hardcover,29.86,4.3,1451.0,10.0,Hoover Ink,2020.0,978-3-85551-121-4,1174.0,View
442,The Doctor Undone,Robin McKinley,Fiction,Fantasy,Paperback,16.21,4.5,2515.0,5.0,Flatiron Books,2020.0,978-6-20455-669-5,8974.0,View
443,Lost Star,Jeff Kinney,Fiction,Literary Fiction,Audiobook,29.48,4.4,3071.0,14.0,Random House,2026.0,978-0-44037-903-0,2701.0,View
444,Strength Reborn,Lee Child,Fiction,Dark Romance,Hardcover,28.04,4.5,3435.0,11.0,Bloomsbury Publishing,2022.0,978-8-79152-346-9,8718.0,View
445,Hunter Code,Frank Herbert,Fiction,Fantasy,Board Book,8.41,4.6,3204.0,4.0,Entangled: Red Tower Books,2022.0,978-3-87401-879-8,9310.0,View
446,Deep Shadow,Edith Eger,Non-Fiction,Celebrity Memoir,Paperback,12.8,4.4,2566.0,14.0,Scholastic Press,2023.0,978-2-70418-997-1,2697.0,View
447,The Message Unbound,Isabel Wilkerson,Non-Fiction,Business / Leadership,Paperback,12.56,4.2,3665.0,5.0,Simon & Schuster,2020.0,978-6-65389-298-4,3997.0,View
448,Power Approach,Taylor Jenkins Reid,Fiction,Science Fiction,Hardcover,20.09,4.5,4409.0,2.0,Chronicle Books,2019.0,978-6-61368-502-1,4498.0,View
449,Fire of Stars,various,Non-Fiction,Biography,Kindle Edition,11.66,4.3,618.0,3.0,Independently Published,2017.0,978-2-11669-782-7,7909.0,View
450,The Princess Undone,Robert Asprin,Fiction,Space Opera,Hardcover,26.8,4.3,819.0,2.0,Baker Books,2019.0,978-5-69325-602-5,5116.0,View
451,Room and Ash,Suzanne Collins,Fiction,Dark Romance,Hardcover,20.17,4.4,2994.0,4.0,Gallery Books,2025.0,978-6-93720-210-4,8262.0,View
452,Home Unleashed,Arianna Huffington,Non-Fiction,Personal Finance,Paperback,16.15,3.7,4692.0,13.0,Hay House,2025.0,978-1-11092-610-2,8544.0,View
453,Clock and Rain,Liane Moriarty,Fiction,Climate Fiction,Kindle Edition,5.1,4.4,2935.0,11.0,Simon & Schuster,2025.0,978-4-28051-458-4,9130.0,View
454,The Knight Awakening,Robert Sapolsky,Non-Fiction,Business / Leadership,Kindle Edition,9.72,4.4,3511.0,7.0,Scholastic Press,2026.0,978-4-49586-711-4,3747.0,View
455,The Ocean Method,Virginia Evans,Fiction,Graphic Novel,Audiobook,24.21,4.6,3629.0,2.0,HarperOne,2016.0,978-5-76036-801-5,8583.0,View
456,Moon of Ice,Rhonda Byrne,Non-Fiction,Activity / Coloring,Paperback,14.58,4.8,4683.0,15.0,IVP Books,2019.0,978-6-26506-512-0,8494.0,View
457,The Dream and Thunder,Dan Simmons,Fiction,Science Fiction,Paperback,10.29,4.4,1881.0,15.0,Ace,2024.0,978-4-92344-418-0,8859.0,View
458,Code and Thunder,Piers Anthony,Fiction,Romantasy,Hardcover,17.71,4.1,1047.0,5.0,Atria Books,2021.0,978-3-81659-366-9,8110.0,View
459,Deep World,various,Non-Fiction,Parenting,Paperback,15.0,4.7,2304.0,7.0,Scholastic Press,2021.0,978-7-64643-933-6,3345.0,View
460,The Princess Fallen,Colleen Hoover,Fiction,Children's Picture Book,Board Book,10.49,4.3,4172.0,4.0,Zondervan,2020.0,978-8-61199-625-1,3778.0,View
461,Out of Storm,Gabor Maté,Non-Fiction,Productivity,Hardcover,29.05,4.4,1110.0,12.0,Algonquin Books,2020.0,978-5-86610-732-6,2029.0,View
462,Spy and Lightning,Trevor Noah,Non-Fiction,Memoir,Audiobook,16.23,4.1,2101.0,2.0,Baker Books,2012.0,978-1-67872-881-5,1406.0,View
463,The Deal Saga,Deepak Chopra,Non-Fiction,True Crime,Kindle Edition,5.72,4.1,838.0,4.0,Tor Books,2012.0,978-0-57128-892-6,2105.0,View
464,Rising Queen,Ta-Nehisi Coates,Non-Fiction,Science / Nature,Hardcover,28.35,4.2,4712.0,2.0,Scribner,2016.0,978-4-23226-220-7,4705.0,View
465,The Grace and Bone,Joyce Meyer,Non-Fiction,Health / Longevity,Paperback,13.65,4.2,514.0,9.0,Bloomsbury Publishing,2024.0,978-9-71732-369-0,1458.0,View
466,Power of Fire,Arianna Huffington,Non-Fiction,Gift / Journal,Kindle Edition,10.88,4.3,339.0,6.0,Lioncrest Publishing,2026.0,978-9-90272-182-8,8776.0,View
467,Admiral Blueprint,Bonnie Garmus,Fiction,Romantasy,Paperback,16.03,4.5,3157.0,11.0,Penguin Books,2024.0,978-8-73199-153-6,7114.0,View
468,Star of Ice,Dean Koontz,Fiction,Science Fiction,Paperback,14.29,4.7,1910.0,7.0,Anchor Books,2025.0,978-9-16000-921-0,5030.0,View
469,Beauty Forever Changed,Mary Karr,Non-Fiction,Productivity,Hardcover,18.58,4.6,4503.0,4.0,Baker Books,2022.0,978-5-38873-554-4,6949.0,View
470,Garden Code,Orson Scott Card,Fiction,Children's Picture Book,Paperback,10.22,4.5,4317.0,4.0,Vintage,2019.0,978-3-26088-481-2,1527.0,View
471,The Prince of Shadows,Carmen Maria Machado,Fiction,Children's Picture Book,Paperback,9.16,4.2,1888.0,4.0,Convergent Books,2021.0,978-6-79794-153-4,1454.0,View
472,Fear and Lightning,Erik Larson,Non-Fiction,Memoir,Audiobook,33.75,4.6,3847.0,7.0,Riverhead Books,2023.0,978-8-44091-266-6,8600.0,View
473,The Garden of Stars,Walter Isaacson,Non-Fiction,Biography,Paperback,14.92,4.5,151.0,2.0,Convergent Books,2020.0,978-5-44670-967-2,8217.0,View
474,Between Choice,Thich Nhat Hanh,Non-Fiction,Biography,Paperback,9.57,4.0,1522.0,5.0,Avery,2025.0,978-4-74871-230-3,3806.0,View
475,The House of Roses,Bonnie Garmus,Fiction,Space Opera,Board Book,14.93,4.4,2944.0,9.0,Workman Publishing,2024.0,978-3-55839-211-1,9255.0,View
476,Shadow Letter,Oprah Winfrey,Non-Fiction,Self-Help,Kindle Edition,7.0,4.4,3393.0,15.0,St. Martin's Press,2024.0,978-4-91515-131-2,6986.0,View
477,Signal System,Cassandra Clare,Fiction,Dark Romance,Kindle Edition,9.83,5.0,1889.0,10.0,Riverhead Books,2022.0,978-8-64798-651-1,9600.0,View
478,Wild Choice,Daniel Pink,Non-Fiction,Psychology / Health,Hardcover,26.72,4.2,995.0,12.0,Thomas Nelson,2018.0,978-6-57432-181-5,9240.0,View
479,Fierce Grace,Bryan Johnson,Non-Fiction,Productivity,Kindle Edition,7.06,4.6,4187.0,3.0,Rodale Books,2023.0,978-3-33581-997-7,1212.0,View
480,The Code of Glass,Deepak Chopra,Non-Fiction,Politics / Society,Audiobook,33.08,4.6,2952.0,3.0,Vintage,2021.0,978-3-48455-221-5,6475.0,View
481,The Letter Unbound,Mary Kubica,Fiction,Crime / Detective,Kindle Edition,12.24,4.5,113.0,10.0,WaterBrook,2023.0,978-7-59725-428-7,3857.0,View
482,Broken Fire,Jeff Kinney,Fiction,Middle Grade,Paperback,15.81,4.4,1223.0,1.0,Baker Books,2025.0,978-3-66431-631-4,6114.0,View
483,The Throne Revealed,Alastair Reynolds,Fiction,Space Opera,Paperback,9.85,4.1,1433.0,1.0,HarperCollins,2023.0,978-8-80505-918-3,1075.0,View
484,Burning Queen,Isabel Wilkerson,Non-Fiction,Science / Nature,Hardcover,18.12,4.3,1170.0,5.0,Bloomsbury Publishing,2024.0,978-5-20363-862-3,2186.0,View
485,Storm City,Matthew Stover,Fiction,Horror,Hardcover,28.4,4.7,115.0,4.0,Hoover Ink,2016.0,978-3-98257-300-4,8672.0,View
486,The Shadow Undone,Arianna Huffington,Non-Fiction,Creativity / Art,Paperback,10.59,4.5,3475.0,12.0,Hoover Ink,2019.0,978-9-40764-753-5,8905.0,View
487,The Doctor and Lightning,Tomi Adeyemi,Fiction,Space Opera,Board Book,14.27,4.4,3713.0,6.0,Plata Publishing,2018.0,978-1-33094-575-5,2834.0,View
488,The Love Reimagined,Matthew Stover,Fiction,Science Fiction,Kindle Edition,6.34,4.1,2651.0,7.0,HarperOne,2021.0,978-6-62255-366-0,5372.0,View
